fecha,radiacion,precipitacion_total,viento_promedio,rocio_max,rocio_min,temp_max,temp_min,presion_max,presion_min
05/08/2024,24.47,16.6,5.9,14.1,12,22.7,13.1,790.3,786.3
06/08/2024,22.15,13,5,14.6,11.7,22.4,12.1,791.7,787
07/08/2024,23.41,13.5,4.5,15.2,12.9,23,13.5,790.4,786.1
08/08/2024,24.97,6.4,6.3,13.5,9.5,24.3,12.5,788.4,783.6
09/08/2024,24.21,1.6,5.7,14.1,11,23.7,12.6,789.1,784.3
10/08/2024,22.83,6.2,7.9,14.2,10.8,22.6,12.6,791.2,786.9
11/08/2024,18.22,8.4,6.4,14.2,12.4,21.8,13.3,791.3,787.9
12/08/2024,23.42,7.1,5.7,14.2,11.8,21.8,13.8,789.9,786.6
13/08/2024,24.05,9.2,5.5,14.1,11.7,21.9,12.7,790.3,786.6
14/08/2024,25.3,13.5,6.2,14.3,12.3,22.9,13,790.1,786.6
15/08/2024,23.89,8.1,7,15,12.4,23.9,13.4,789.8,786.1
16/08/2024,21,31.3,5.4,14.4,12.6,22,13.1,790.4,786.2
17/08/2024,23.26,10,4.7,14.4,12.9,22.9,13.4,790.4,786.5
18/08/2024,24.39,6.7,6.3,14.4,12.4,23.7,13.9,790.3,786.4
19/08/2024,24.76,0.8,10.2,13,8.3,24.1,13.2,790.7,786.7
20/08/2024,26.03,1.1,11.5,12.9,9.9,23.9,13.1,791.5,787.7
21/08/2024,25.48,6.2,9.7,13.3,10.8,22.2,12.7,791.7,787.8
22/08/2024,24,3.4,8.1,12.9,9.5,22.9,11.7,790.5,786.3
23/08/2024,19.09,19.2,6.2,13.9,12.1,21,12.9,790.2,786.7
24/08/2024,23.7,0.7,5.1,13.9,10.3,23.1,13.2,791.2,787
25/08/2024,24.45,2.6,6.2,13.4,9.9,23.4,13.2,791.2,787.6
26/08/2024,25.24,2.7,7.8,12.7,9.3,23.3,12.7,792,787.6
27/08/2024,21.98,10.7,6.2,13.7,11.9,23.2,12.7,790.8,787.3
28/08/2024,22.25,13.9,6.1,15,12.4,22.5,13.2,790,786.8
29/08/2024,23.11,24.6,4.7,15.1,11.8,22.9,11.9,790.1,785.9
30/08/2024,24.02,20.3,4.2,15.4,12,22.5,12.4,790.5,785.9
31/08/2024,25.24,12.3,4.6,14.2,12.2,22.9,13.3,790,785.5
01/09/2024,22.88,15.6,4,14.8,12.7,23.1,13.2,788.7,785.2
02/09/2024,22.04,8.3,5,15,12.8,23.2,12.9,789.1,784.4
03/09/2024,23.72,8.7,5,14.6,13,23.6,14,788.7,784.8
04/09/2024,23.56,6.5,5.6,15,11.9,23.6,11.9,789.3,784.1
05/09/2024,23.59,8.2,7.9,15,11.8,23.8,13.8,789.5,785.7
06/09/2024,20.76,23.8,10.6,15,12.7,22.2,13.6,788.8,784.8
07/09/2024,21.17,3.4,16.2,14.2,11.3,20.8,13.5,787.2,783.9
08/09/2024,18.61,1,13.4,10.9,9.7,20.8,12.6,787.5,784.1
09/09/2024,21.52,1.3,5.5,14.1,9.6,21.9,11.1,787.9,783.2
10/09/2024,18.35,9.4,5,15.3,11.8,21.1,13.8,787.3,783.7
11/09/2024,23.66,4.6,3.7,15.4,13,23,14.6,786.7,783.2
12/09/2024,22.91,2.2,4.6,15.1,11.1,22.2,11.2,787.8,782.1
13/09/2024,21.53,20.5,4.2,15.5,12.1,22.9,12.1,789,783.6
14/09/2024,22.89,7.2,4.4,16.1,13.6,23.5,14.1,789.3,784.7
15/09/2024,24.11,8.7,3.9,15.1,12.9,23.7,12.9,789,784.3
16/09/2024,21.22,23.2,5,15.8,13,22.9,13,788.7,784.1
17/09/2024,23.29,19.1,3.9,15.5,13.4,22.9,13.4,788.7,784.6
18/09/2024,24.66,6.4,5.4,15.3,12.4,23.6,13.3,787.9,784.2
19/09/2024,24.6,7.6,4.5,15.2,12.7,23.8,13.1,788.4,783.8
20/09/2024,23.5,3.8,5.8,13.7,10,24.3,14.6,787.7,783.7
21/09/2024,22.41,3.2,6.4,13.8,10.4,23.2,13.1,787.1,783.6
22/09/2024,22.74,2.8,8.2,13.6,9.6,23.8,13.7,786.7,782.6
23/09/2024,19.9,5.9,8.5,14.5,8.9,23.2,12.6,786.1,782.6
24/09/2024,10.71,2.5,7.8,13.2,11.5,19.9,13.6,785.1,782.3
25/09/2024,16.41,8.1,6.3,13.3,11.7,21.1,13,785.1,781.1
26/09/2024,6.3,19.3,3.4,13.3,11.7,16.6,13.2,785.2,781.7
27/09/2024,9.12,26.1,6.4,13,11.2,17.8,13,784.8,782.1
28/09/2024,19.61,15.1,4.6,13.9,10.9,21,11.2,787.4,782.6
29/09/2024,14.62,6.3,8,14.1,11.5,20.6,13.6,787.8,784
30/09/2024,19.99,7.1,7.8,14.3,10.3,21.3,12.4,787.8,784.4
01/10/2024,17.92,3.4,14.7,12.3,9.8,20,11.2,788.1,783.9
02/10/2024,11.79,0.2,16,11.3,8.7,18.8,11.8,787,783.7
03/10/2024,24.16,0,8.1,13.2,7.4,21.9,8.6,786.5,781.6
04/10/2024,19.05,10.7,7.4,14,9.6,21.3,10.6,788.3,783.5
05/10/2024,16.92,13.6,5.3,13.9,9.8,20.4,11.6,788.5,784.7
06/10/2024,10.81,22,5.4,14.1,12.7,21,14.6,788.7,785.4
07/10/2024,11.8,17.4,8,13.6,11.3,20.1,11.9,788.5,784.3
08/10/2024,14.84,3.5,7.6,13.2,10.9,20,13.1,787.1,784.6
09/10/2024,16.56,0.1,9.7,11.1,5.5,21.2,10.9,788.7,785
10/10/2024,25.41,0,9.1,7.5,3.4,20.6,7.4,790.9,784.1
11/10/2024,25.06,0,8.3,8,4.4,19.2,6.3,791.3,785.8
12/10/2024,24.23,0,7,9.9,2.8,19.9,5.9,789.9,784.8
13/10/2024,17.99,0.1,7,11.1,7.4,19.2,8.4,790.7,786.4
14/10/2024,21.83,0.4,6.6,12.7,8.8,21.7,10.4,792.3,787.4
15/10/2024,22.11,0,5.9,12.2,6.6,22.2,8.1,790.8,785.3
16/10/2024,22.01,0.2,8.4,9.4,4.6,23,8.4,790.2,783.1
17/10/2024,22.6,0.1,8.8,10.8,7,21.5,9.3,789.4,784.8
18/10/2024,21.78,0,7.6,11.6,8.2,21.7,10,790.2,785
19/10/2024,19.52,0.3,15.8,11.3,6.8,23,12.1,791.5,787.1
20/10/2024,7.96,0.9,14.2,12,8.6,18.1,10.7,791.2,787.5
21/10/2024,8.56,17.9,13.7,13.5,11.6,18.2,13.2,790,786.2
22/10/2024,20.4,0.6,11.9,12.5,8.9,22.7,12.3,790.8,786.8
23/10/2024,23.4,0,8.6,11.1,7,21.9,9.5,790.9,786.3
24/10/2024,21.24,0,6.3,10.5,6.7,21.5,9.9,789,785.1
25/10/2024,22.89,0,7.6,10.9,5,21.7,9.9,789.8,785.5
26/10/2024,17.89,0.4,9.2,9.8,7.4,21.3,10.1,791.6,787.9
27/10/2024,17.96,2.4,11.1,10.8,8.4,20.8,11.4,792.1,787.7
28/10/2024,18.51,6.7,6.7,11.3,8.4,19.8,10.9,790.4,786.6
29/10/2024,18.74,1,6.1,12,7.9,20.3,9.9,788.9,784.7
30/10/2024,20.41,0.3,4.9,11.9,7.1,22.5,9.8,790.6,783.6
31/10/2024,19.77,0.5,7.6,11.3,6.9,23.6,10.6,789.9,783.2
01/11/2024,18.32,1,5.6,11.7,8.8,22.5,10.4,789.2,782.9
02/11/2024,17.42,0.8,4.8,12,9.7,22.2,11.8,788.6,784.6
03/11/2024,19.65,0.4,5.1,13,8.5,23.2,10,787,782.3
04/11/2024,21.19,0,5.2,12.4,7.8,23.7,9.6,786.8,780.4
05/11/2024,20.53,0.1,5.2,13.3,5.2,24.2,10,786.9,780.4
06/11/2024,19.92,0,5.1,11.9,6.4,24.8,10.7,788,782.1
07/11/2024,21.86,0,6.7,11.3,3.9,26.2,11.8,789.4,783.2
08/11/2024,21.39,0,6.5,11.7,2.5,26.4,10,788.5,782.3
09/11/2024,22.26,0,7.8,9.8,1.1,26.3,8.8,788.6,781.2
10/11/2024,20.55,0,6.4,10.2,-3.6,26.4,7.9,789.5,782.1
11/11/2024,21.15,0,7.4,9.8,-3.2,26.5,8.3,790.3,784.1
12/11/2024,21.36,0,3.9,9.5,-4.5,25.1,9,788.7,783.8
13/11/2024,21.77,0,5.7,8.7,-7.3,26,10.8,789.4,783.8
14/11/2024,21.37,0,9,7.7,-0.8,22.8,10.3,789.6,785.5
15/11/2024,18.97,0,5.1,9.9,3.8,24.5,9.9,787.4,784.5
16/11/2024,21.05,0,3.3,10.7,-0.1,25.8,10.5,787.7,782.5
17/11/2024,20.78,0,4,9.4,-0.1,25.7,11.7,787.3,782.1
18/11/2024,21.13,0,3.7,10.2,-0.8,26.2,11.6,785.4,780.5
19/11/2024,18.87,0.1,3.8,11.1,6.3,25.3,12.5,787.6,781.8
20/11/2024,14.96,4.8,8.8,13.7,7.5,23,11.7,791.6,786.6
21/11/2024,18.32,0,6.4,9.4,7.4,21,10.5,791.1,788.3
22/11/2024,21.27,0,5.1,9.4,-4.5,21.1,7.7,790.2,786.1
23/11/2024,20.91,0,3.9,6.1,-9.4,22,4,788.6,782.6
24/11/2024,21.27,0,4,2.8,-7.8,23.1,5,789.8,782.6
25/11/2024,21.43,0,5.2,3,-15.8,24,5.2,791.2,783.4
26/11/2024,21.46,0,6.8,7.8,-11.2,24,5.6,792.1,785
27/11/2024,20.75,0,4.3,8.2,-9.2,26.8,6.8,789.9,784.1
28/11/2024,21.03,0,3.1,2.4,-11.5,26.7,9.1,789.7,782.6
29/11/2024,20.3,0,5.3,9.4,-5.1,26,8.9,790.1,785.4
30/11/2024,20.69,0,5.8,8.8,-9,25.4,9,791.1,785.7
01/12/2024,20.57,0,6,9.3,-5.6,24.8,8.5,791.6,786.8
02/12/2024,20.59,0,6.1,8.6,-10.3,23.8,7.8,791.6,787.3
03/12/2024,20.34,0,6.7,7.7,-5.2,22.7,8.3,792.8,789.1
04/12/2024,18.06,0,4.2,8.4,0.8,23.2,9.2,791.2,788.2
05/12/2024,19.01,0.1,4.5,9.7,-0.8,24.4,10.4,790.5,785.7
06/12/2024,17.79,0,5.3,10.1,0.3,23.6,10.8,790.4,787.8
07/12/2024,18.54,0,4.8,9.3,-3.7,24.3,11.3,790.5,787.3
08/12/2024,19.88,0,4.4,8.5,-6.8,24.7,7.4,789.5,786.1
09/12/2024,19.22,0,3.3,5.9,0.7,24.1,10,790.2,785
10/12/2024,19.24,0,4,7.7,-1.4,25.4,10.5,789.7,783.9
11/12/2024,17.39,0,10,8.7,3.9,21.8,10.1,791.3,788.3
12/12/2024,19.33,0,4.4,5.8,-0.7,23.9,7.5,791.7,786.7
13/12/2024,19.5,0,4.9,7.8,0.2,24.9,10.8,792.8,787
14/12/2024,19.87,0,4.7,8.8,-7.1,25.1,9.3,791.9,786.8
15/12/2024,18.75,0,5.7,9,-5.9,23.7,8.3,790.8,786.1
16/12/2024,19.45,0,6.9,9,-6.9,23.2,7.8,789.3,784.3
17/12/2024,18.35,0,5.6,8.6,-5.1,21.6,8.1,789.5,785.5
18/12/2024,17.22,0.2,5,8.9,1.3,22,10.9,791,787.5
19/12/2024,14.31,0.1,8.2,9,0.5,21.3,11.8,791.9,788.5
20/12/2024,14.62,0.3,6.2,8.9,2.7,20,9.9,792,788.1
21/12/2024,13.85,0.9,6.2,8.7,3.8,19.4,10.4,791.2,787.8
22/12/2024,14.79,5.6,4.6,8.4,4.5,16.2,10.1,790.4,786.9
23/12/2024,12.87,0,3.3,7.4,0,17.7,6.4,789.4,784.8
24/12/2024,13.05,0,3.2,7.9,2.3,17.5,8,788.8,784.9
25/12/2024,18.19,1.1,3.3,6.6,0.5,18.9,6.4,787.4,782.3
26/12/2024,19.58,0,3.5,6.5,-1.1,19.5,6.2,787.3,781.2
27/12/2024,20.19,0,2.8,4.5,-11.8,22.4,5.5,787.4,781
28/12/2024,20.29,0,2.6,4,-8.3,23.6,6,787.3,780.4
29/12/2024,20.1,0,3.6,3.8,-6.3,23.4,6.9,789.6,782.6
30/12/2024,20.19,0,3.4,4.1,-7.3,23,7.5,789,783.5
31/12/2024,20.2,0,4.3,4.1,-10.1,23.3,7,789.1,782.7
01/01/2025,19.21,0,4.9,7.4,-8.2,23.2,8.3,789.8,784.8
02/01/2025,19.61,0,5.5,8.1,-6.3,22,8.5,790.8,787.5
03/01/2025,19.11,0.1,6.7,8,-2.4,21,9,791.5,787.7
04/01/2025,18.12,0.2,5,7.7,1.7,20.6,10.4,790,787.1
05/01/2025,14.58,0.4,3.5,7.6,1.9,20.6,9.2,789.2,785
06/01/2025,11.82,0,2.9,9.2,4.2,18.5,8.6,789.4,784.5
07/01/2025,16.35,0,3.4,8.9,1.7,22.2,9,789.3,784.7
08/01/2025,17.37,6.5,3.4,9.4,5,21.1,8.4,789.7,786.3
09/01/2025,18.54,0,7.1,9.3,2.4,21.6,7.8,787.4,782.8
10/01/2025,16.7,1.2,10.2,10,3.4,22,10.6,786.6,781.8
11/01/2025,14.99,1,11.2,9.8,8.4,19,10.2,784.8,780.6
12/01/2025,11.76,0.2,8.1,8.4,5,19.3,10.2,785.7,781.5
13/01/2025,20.15,0,3.8,9,-0.2,21.7,6.6,788.3,782.8
14/01/2025,17.85,0,4.2,8.8,4.6,21.1,6.6,791,784.4
15/01/2025,18.72,0.4,5.1,10.2,3.1,22.9,8.3,792.4,786.4
16/01/2025,19.58,0,4.1,10.3,0.1,23.6,9.7,792.7,789
17/01/2025,19.01,0,3.8,8.7,1,23.1,10.4,791.1,786.7
18/01/2025,20.02,0,2.9,9,-3,23.7,10.5,791,785.3
19/01/2025,18.93,0,3,8.2,0.9,24.3,10.3,790.3,785.3
20/01/2025,20.72,0,5.3,6.5,1.5,23.7,9.3,788.7,783.8
21/01/2025,21.31,0,4.7,5.7,-5.2,23.3,8.9,790.2,784.3
22/01/2025,21.45,0,5.1,5,-1,24,5.1,789.1,784.3
23/01/2025,21.04,0,4.3,6.7,-4.1,23.8,9.6,790.5,785.5
24/01/2025,17.39,0,6.6,6.8,2,19.9,8.1,790.7,786.3
25/01/2025,20.86,0,5.1,5.7,-1.3,22.8,6.8,790.7,786
26/01/2025,21.66,0,4.7,6,-2.8,24.5,9.4,792.3,786.9
27/01/2025,21.87,0,3.9,7.4,-6.4,25.2,10,791.1,785.8
28/01/2025,21.86,0,4.3,8.7,-3.8,25.9,10.6,789.4,784.9
29/01/2025,20.85,0,4.3,4.2,-1.6,25.9,11.7,789.5,784.1
30/01/2025,21.29,0,5.3,4.9,-1.3,25.8,10.9,789.4,782.8
31/01/2025,21.42,0,5.7,8.9,0.1,24.7,10.5,790.2,784.4
01/02/2025,15.56,3.3,4.6,9.8,6,21,9.9,789.2,785.9
02/02/2025,20.25,0.9,3.6,10.8,3.9,21.7,10.4,789.5,785.4
03/02/2025,19.41,0.3,3.8,10.6,3.4,20.4,8.6,788.8,784.1
04/02/2025,21.39,0.2,4.5,8.4,1.7,22.1,8.2,789.2,783.7
05/02/2025,21.88,0.2,2.6,8.5,-0.7,23.6,8.1,789.1,784.2
06/02/2025,22.34,0,4.1,9.4,-3.7,25.4,9.9,789.9,784.2
07/02/2025,23.73,0.1,5,7.9,-12.8,24.8,9.4,790.5,785
08/02/2025,23,0,4.9,9.5,-8,24.5,9.8,790.1,785.8
09/02/2025,23.11,0.1,3.4,6.5,-5.4,25.5,10.9,791.3,785.5
10/02/2025,22.88,0,3.7,6.8,-4.2,25.7,11.6,791.7,786.3
11/02/2025,21.34,0,3.6,7,2,24.8,12.7,788.8,784.6
12/02/2025,22.72,0,4.2,7.3,-1,26,11.4,786.3,781.4
13/02/2025,22.57,0.1,4.6,8.4,-1.6,23.8,11.2,790.3,783.3
14/02/2025,21.54,0,3.9,10.2,2.5,24.1,12.2,792,788.4
15/02/2025,20.78,0,2.6,7.1,2.6,24.5,12.5,790,785.3
16/02/2025,20.83,0.1,5.8,9.4,1.5,24.2,12.4,789.7,783.9
17/02/2025,19.81,0.8,4.9,8.8,4.1,23.3,11.7,790,786.1
18/02/2025,18.53,0.4,4.1,9.5,1.8,23.6,11.6,789.2,784.1
19/02/2025,11.39,1.6,3.3,9.8,6.6,17.4,13,789.8,785.9
20/02/2025,19.3,5.5,3.3,9.6,5.4,20.8,9.1,789.5,784.9
21/02/2025,19.16,1.5,3.9,9.8,6.3,20.7,9.9,791.2,785.6
22/02/2025,19.75,0.6,3.7,11.2,9,21.5,10.1,791.9,787.4
23/02/2025,22.13,0,3.3,10.9,5.3,22.2,9.3,790.9,785.5
24/02/2025,24.89,0,5.6,10.3,-0.5,24.2,9.8,790.7,784.3
25/02/2025,26.24,0,3.8,4.7,-17.4,26.6,8.4,789.5,783.6
26/02/2025,24.24,0,2.9,7.7,-1.4,27.4,11.7,789.2,783.9
27/02/2025,23.76,0,4.8,11.3,-3.3,27.4,12.7,790.5,784.2
28/02/2025,22.79,0.2,4.9,10.9,1.1,26,12.1,789.9,786
01/03/2025,22.77,0,3.5,7.5,-1.1,27.8,12.7,790.4,784.7
02/03/2025,22.83,1.6,4.3,11.1,-1.1,27.4,12.8,790.6,785.5
03/03/2025,24.74,0.2,3.6,10.3,-3.7,28.1,13.2,790.8,784.8
04/03/2025,25.98,0,6.3,6.4,-9.5,28.4,14,789.7,784.5
05/03/2025,24.81,0,5.2,4.2,-3.3,27.5,12.6,789.8,783.9
06/03/2025,22.97,0,5.7,3.7,0,26.8,13,789.9,785.2
07/03/2025,25.63,0,5,4.5,-4,29,12.9,791,785
08/03/2025,26.43,0.1,5,3.1,-8.1,29.8,12.1,790.3,785
09/03/2025,24.54,0,5.4,3,-2.3,28.1,13.9,789.5,784.8
10/03/2025,26.96,0,3.9,4.8,-7.5,28.3,11.5,789.9,784.8
11/03/2025,26.01,0,4.1,5.8,-6.4,28.9,13.1,790,784.8
12/03/2025,26.86,0,4.2,5.4,-7.7,27.6,13.9,791.4,785.2
13/03/2025,26.43,0,4.6,3.9,-8.3,28.9,13.4,790.7,785.8
14/03/2025,27.85,0,4.6,3.8,-13,29.2,13.6,788.6,784.2
15/03/2025,28.25,0,5.7,-1.6,-19.5,28.8,12.4,786.6,780.6
16/03/2025,28.04,0,5.5,5,-10.6,28.6,11.2,790.4,782.5
17/03/2025,27.9,0,6.1,5.3,-9.2,27.4,10,793.8,788.5
18/03/2025,27.29,0,4.3,5.2,-7.1,28.8,12.1,792.2,787.8
19/03/2025,26.59,0,5.5,10.2,-6.3,28.5,14.2,790.5,786
20/03/2025,18.83,1.9,9.6,9.3,2.3,23.3,11.5,791.2,786.3
21/03/2025,24.56,1,4.9,8.4,-5.9,27.3,9.2,790.7,785
22/03/2025,18.21,1.9,4.3,9.1,4,23.6,14.5,789.8,786
23/03/2025,25.31,0.7,4.4,9,0.5,27,10.6,789.6,783.4
24/03/2025,22.18,0,5.1,9.2,-1.9,26.9,12.7,789.4,783.6
25/03/2025,23.99,0.1,6.1,12.4,-0.6,26.8,14.2,790.5,786.2
26/03/2025,24.63,0,5.3,11.7,5.4,24.6,13.9,790.8,786.8
27/03/2025,25.16,0,5,9.4,2.7,25.1,13,789.1,784.8
28/03/2025,28.27,0,4.6,4.7,-8.8,27.5,11.6,788.4,782.9
29/03/2025,28.95,0,5.7,-2.4,-9.3,27.3,12.2,788.5,783.2
30/03/2025,28.7,0,3.5,-1.3,-14,29,12.4,789.5,783
31/03/2025,26.51,0,3.8,-0.8,-12.7,29.6,14.5,789.6,784
01/04/2025,28.01,0,3.7,0.1,-4.6,29.7,14.2,788.8,783.9
02/04/2025,27.93,0,5.7,-0.7,-3.5,29.8,15.3,787.8,783.3
03/04/2025,28.91,0,6.5,0.9,-6.8,29.6,14.5,788.2,784
04/04/2025,28.95,0,7.2,1.9,-6,29.9,13.5,788.8,783.7
05/04/2025,28.3,0,6,2,-3.4,30.8,13.8,788.5,784
06/04/2025,28.81,0,6.9,2.4,-3.6,29.4,14.6,787.9,783.6
07/04/2025,29.03,0,7.9,4.5,-6,27.9,13.6,786.2,782.4
08/04/2025,27.99,0,6.2,7.7,-0.5,24.8,8.4,788.2,783.2
09/04/2025,26.13,0,6,4.8,-3.6,25.5,10.1,791.3,786.6
10/04/2025,29.77,0,8.1,3.4,-19.1,26.3,12.6,792.9,788.1
11/04/2025,30.63,0,8.1,2.9,-22.6,25.6,8.1,792.6,785.9
12/04/2025,30.37,0,7.6,5,-19.4,24.9,9.1,791.4,787
13/04/2025,30.25,0,7,5.7,-19.6,26,9,790.1,785.5
14/04/2025,30.42,0,6.4,1.7,-20,27.3,10.4,790.7,785.6
15/04/2025,30.3,0,8.5,4.2,-23.9,26.8,11,790.8,785.5
16/04/2025,28.17,0,5.1,7.2,-15.1,28.3,10.2,790.2,786.3
17/04/2025,29.03,0,6,7.2,-5.6,29,14.2,789.4,785.5
18/04/2025,26.88,0,5.1,2.8,-2.8,29.4,14.9,790.3,785.4
19/04/2025,28.69,0,5.1,0.9,-2.3,30.3,15.7,790,785.4
20/04/2025,27.18,0.9,5.4,11.8,-2.2,29.2,16.1,789.3,785.1
21/04/2025,25.66,0.4,5.2,12,-0.4,28.6,16,789.5,785.8
22/04/2025,26.17,0,3.9,11.5,-1.7,29.2,14.3,788.6,785
23/04/2025,26.85,0,5.7,10.5,-3.3,29.5,15.3,789.3,784.8
24/04/2025,26.38,0.1,5,8.3,-1.9,29.9,15.9,789,784.8
25/04/2025,27.46,0.3,4.2,8.1,-2.3,29.4,16.7,789.8,785.4
26/04/2025,27.36,0,7,13.1,-6,29.9,14.9,790.1,785.8
27/04/2025,29.71,0,9,10.2,-12.1,29.6,13.9,790.6,786.1
28/04/2025,30.15,0,5.6,8.9,-14.8,29,13.8,790.7,786.8
29/04/2025,28.13,0,5.3,9.3,-6,29,14.6,790.4,786
30/04/2025,25.27,0.3,3.7,11.5,1.5,28,16,788.7,785.5
01/05/2025,26.03,0,3.4,8.4,-1.3,27.6,16.1,788.8,784.9
02/05/2025,25.69,0,5.7,8.1,0.8,29.2,15.5,788.7,784.3
03/05/2025,26.78,1.4,5.2,11.7,1,29.4,16.1,788.5,784.1
04/05/2025,26.13,0.2,5.2,11.7,-0.7,28.4,15.3,787.8,784.3
05/05/2025,28.16,0,7.1,7.5,-2.9,28.7,15.8,788.4,783.9
06/05/2025,26.89,0,6.3,4.8,-1.5,30.1,15.8,789,784.3
07/05/2025,27.68,0,5,6.3,-5.5,30.8,16,790.2,784.7
08/05/2025,26.88,0.6,4.9,11,-1.8,31.2,17.5,790.1,786.6
09/05/2025,24.63,2,5.9,11.4,0.3,27.9,16.4,788.9,785.2
10/05/2025,22.08,1.9,6.3,10.8,7.9,22.9,13.8,788.7,785.7
11/05/2025,18,3.4,5.6,10.9,8.9,20.7,12,790.2,786.4
12/05/2025,26.92,0,3.5,11,3.8,26.1,10.9,791.3,785.8
13/05/2025,25.79,0.1,3.8,10.6,3,27.3,13.4,791.2,785.3
14/05/2025,26.93,0.1,2.8,10.5,0.2,29.1,15.2,790.6,785.1
15/05/2025,29.1,0,4.9,7.6,-10.5,32.2,16.6,789.8,785.1
16/05/2025,28.17,0,4.7,8.6,-6.6,32,17.2,789.5,785.6
17/05/2025,26.46,0.8,3.6,10.2,1.8,30.5,18.3,790.3,787
18/05/2025,25.92,2.4,4.4,12.1,6.3,29.2,18,789.7,786.2
19/05/2025,27.32,0.1,4.9,11.9,0.5,30.5,16.5,788.9,784.9
20/05/2025,26.14,1.4,4.5,12.3,4.2,30.8,16.8,789.7,784.2
21/05/2025,26.83,8.4,5.4,14.1,4.9,29.2,15.2,789.9,786.1
22/05/2025,24.1,2.6,6.2,13.7,5,27.2,14.4,790.6,787.2
23/05/2025,25.15,4,5.4,13.4,-0.9,29.1,15,790.7,787.1
24/05/2025,23.39,0.3,4.6,12.3,6.6,25.7,15.8,790.6,787.6
25/05/2025,19.16,2.4,4.4,12.8,7,23.9,15.1,791.1,787.5
26/05/2025,21.41,17.1,3.6,13.6,11.4,21.3,14.5,789.8,786.1
27/05/2025,20.52,26.5,2.8,14.3,12.5,22.8,14.7,789.7,785.7
28/05/2025,22.32,26.7,4,14.6,11.5,22.6,14.4,789.2,786.4
29/05/2025,20.79,10.3,4.3,13.5,11.7,21.5,13.5,790,786.3
30/05/2025,25.16,2.7,4.3,13.7,11.1,22.9,11.3,790,785.7
31/05/2025,21.25,20.7,2.9,15,13.2,23,13.6,790.1,786.6
01/06/2025,23.04,9.3,3.2,15.1,13.1,21.9,15,790.1,786.2
02/06/2025,22.71,20.9,2.8,15.4,13.1,23.1,14,789.6,785.5
03/06/2025,22.5,7.4,2.8,15.7,13.7,23.7,13.9,788.7,785.1
04/06/2025,26.36,0.4,3.6,15.1,8.7,24.8,13.3,788.5,783.5
05/06/2025,28.34,0.1,6,13.3,7.4,25.6,12.6,788.3,784.4
06/06/2025,26.2,0.5,6.5,13.2,7.5,26.3,14,789.1,785.5
07/06/2025,27.11,0.2,4.4,13.1,8.6,26.4,14.1,789.3,785.3
08/06/2025,24.65,1.3,6.2,14.1,7.3,26.7,14.8,789.4,785.8
09/06/2025,27.9,0.2,3.8,12.1,2.7,29.1,15.4,790.2,786.2
10/06/2025,26.9,0.6,4,13.8,5.7,28.2,15.7,790.4,787
11/06/2025,25.46,5.6,4.5,13.4,10.3,24.6,15.6,789.9,786.5
12/06/2025,19.68,16.5,3.5,14.4,12,21.9,14.1,788.1,784.9
13/06/2025,20.46,11.7,2.6,13.6,12.3,20.7,13.3,788,784
14/06/2025,23.1,3.5,5.6,12.8,10.5,22,12.6,789.5,784
15/06/2025,17.45,1.6,2.6,13.7,11.3,20.1,13.5,789.4,785.7
16/06/2025,14.68,20.7,2.7,14.2,11.7,19.1,13.5,788.2,785.3
17/06/2025,21.97,10.8,3.3,14.2,12.2,21.1,12.9,787.2,784.3
18/06/2025,16.31,12.7,5.3,14.2,12.7,20.8,13.6,786.6,783.6
19/06/2025,14.99,5.6,5.3,14.1,10.1,20.4,13.7,787,783.1
20/06/2025,18.42,14.9,3.4,14.3,11,22.1,11.8,788.1,783.6
21/06/2025,17.95,7.1,2.5,14.3,9.9,20,11.2,788.2,784
22/06/2025,13.88,20.5,2,14.7,12.5,20.1,13.3,788,785.1
23/06/2025,9.91,14.1,2.8,14.2,12.2,17.6,14.1,787.9,785.7
24/06/2025,20.44,9,3.6,12.9,10.9,19.4,12.7,790.5,786.6
25/06/2025,19.81,15.3,3.8,13.4,11.1,20.7,12.5,789.7,786.3
26/06/2025,20.99,13.9,3.4,13.2,11.2,20.8,11.7,788.5,784.7
27/06/2025,23.49,16.5,3.4,13.1,11.3,22.2,11.9,789.2,785.2
28/06/2025,20.71,11.1,4.5,14.1,12.1,23.3,12.8,789.7,785.9
29/06/2025,17.3,50.7,3.6,14.9,12.3,21.3,12.9,787.9,784.6
30/06/2025,17.37,29.2,3.7,14.1,11.9,19.6,13.4,787.6,784.4
01/07/2025,25.32,0.9,5.8,13.4,10.5,23.1,12.1,789.2,783.7
02/07/2025,21.48,6.9,4,13.7,11.8,20.7,12.9,790.4,786.5
03/07/2025,27.11,0.1,3.4,13.4,9.7,23.4,12,790.1,786.5
04/07/2025,26.84,0.1,2.7,13.6,7.9,24.7,13.4,791.1,788
05/07/2025,25.9,0.6,2.8,13.7,9.5,24.9,14,791.2,787.5
06/07/2025,23.6,4.2,2.9,13.6,10.2,24,13.4,790.4,786.3
07/07/2025,24.43,4.5,3.1,12.3,10.6,23.7,12.7,790.6,786.7
08/07/2025,26.54,0.5,6.5,12.7,8,23.4,13.2,791,787.7
09/07/2025,20.57,1.9,5.6,11.9,6.5,21.3,12.6,791.2,787.7
10/07/2025,20.96,9.7,2.7,12.6,9.6,21,10.7,790.9,786.8
